fund_code,transaction_date,apply_amt,redeem_amt,uv_key_page_1,uv_key_page_2,uv_key_page_3
160717,20240409,1444.820976,1708.157486,3436.620917,2401.0,3409.776718
161024,20240409,4825.702139,6143.668055,14158.758894,2401.0,30146.598314
161028,20240409,34412.220114,43296.046189,79046.837811,2401.0,148191.135025
164402,20240409,6061.314496,4908.194091,20133.005889,2401.0,54201.825776
164906,20240409,6801.161141,22104.085926,55183.051869,2401.0,65019.3313
166016,20240409,14250.749585,1513.015572,2515.441056,2417.247804,2721.717528
168204,20240409,6756.615825,8105.171567,17697.248098,2401.0,54656.764296
530028,20240409,71282.343365,36772.552424,17335.557846,5910.525726,11500.476828
000086,20240410,12451.826513,1349.977361,10868.931739,5884.387954,8577.284908
000192,20240410,33753.705711,2865.738947,4622.004204,2682.157657,5141.933941
000385,20240410,10876.434861,3121.391736,2664.497,2427.844198,2942.828952
000402,20240410,5256.7176,1644.56998,3654.906635,2591.735094,3799.017595
000965,20240410,1582.335308,1746.692702,2610.102177,2401.0,2985.920954
001016,20240410,2266.561999,2529.773716,5684.469319,2401.0,6376.767067
001316,20240410,13470.415095,6128.269076,9447.602077,3380.813241,8836.543351
001338,20240410,7823.449722,7119.265568,7263.33204,3391.409635,8005.786053
001407,20240410,1360.923141,1402.762249,2421.486362,2401.706426,2435.614887
001480,20240410,5634.836657,8313.696107,9662.355664,2401.0,22282.661038
050027,20240410,53587.546329,12115.974533,17322.842173,5385.651005,13943.298881
100050,20240410,4788.833337,3253.611561,3503.731413,2564.890895,3683.870112
160717,20240410,1601.383566,3139.578909,3462.758689,2401.0,3399.886751
161024,20240410,7716.4603,5236.458803,13325.175892,2401.0,27871.905714
161028,20240410,40836.848989,25487.103087,76830.072165,2401.0,135498.774171
164402,20240410,9832.865895,7384.134379,18788.67669,2401.0,49995.057318
164906,20240410,7890.4418,83628.218711,53942.567333,2401.0,62375.177759
166016,20240410,11964.992611,1350.526709,2535.927418,2423.605641,2716.772544
168204,20240410,16849.9787,23889.537832,17263.502366,2401.0,53752.538666
530028,20240410,69588.423542,24035.169001,15616.822723,5488.082815,11073.795358
000086,20240411,8479.123099,1349.977361,10417.525351,5585.56964,8387.962667
000192,20240411,13615.332133,3162.639447,4537.939477,2658.139164,5022.547901
000385,20240411,3280.653328,6538.343038,2646.836343,2428.550625,2973.205281
000402,20240411,4303.354761,1837.952496,3543.99771,2576.900142,3781.356938
000965,20240411,1510.801327,1864.588023,2586.083684,2401.0,2979.563118
001016,20240411,2103.13234,4654.915615,5490.202094,2401.0,6205.105482
001316,20240411,10019.249072,10098.542418,9116.994581,3296.748515,8822.414825
001338,20240411,8596.478012,7076.48366,7109.331112,3288.977826,7914.657064
001407,20240411,1350.43795,1381.087707,2419.367083,2401.706426,2436.321314
001480,20240411,2903.370323,4794.432916,9263.22482,2401.0,22068.613878
050027,20240411,38014.673403,12678.069615,16593.810259,5036.676426,13497.543903
100050,20240411,4666.919722,6460.660889,3501.612134,2562.771617,3706.475753
160717,20240411,1768.077506,1498.170872,3406.951013,2401.0,3406.244587
161024,20240411,6193.142603,4860.035909,12596.850404,2401.0,27626.775797
161028,20240411,25044.239198,22050.50243,67312.390984,2401.0,131038.39868
164402,20240411,6398.096272,6853.562331,17638.614717,2401.0,49172.777135
164906,20240411,9530.186891,31441.15921,53544.849341,2401.0,61939.312748
166016,20240411,10143.193399,1500.870958,2550.055944,2424.312067,2766.92881
168204,20240411,32051.905089,22580.497223,17394.191227,2401.0,52542.430459
530028,20240411,43251.895408,29294.149755,14605.926725,5014.070785,10816.656195
000086,20240412,6827.892633,1349.977361,10307.322852,5596.872461,8289.769415
000192,20240412,21412.264272,4149.418399,4495.553901,2689.928346,5017.602917
000385,20240412,3661.524111,3495.575731,2627.762834,2422.899214,2897.61767
000402,20240412,5406.728545,2844.650818,3544.704137,2567.010174,3742.503493
000965,20240412,1515.039024,1591.006045,2579.725847,2401.0,2937.883968
001016,20240412,2949.473408,3338.886397,5269.797096,2401.0,5834.938115
001316,20240412,8291.288577,7574.7494,9049.177659,3413.30885,8501.697297
001338,20240412,7665.027379,8187.36587,7121.340359,3381.519667,7808.693123
001407,20240412,1350.085735,1350.814117,2423.605641,2401.0,2432.789182
001480,20240412,3344.035791,7357.883201,9054.122643,2401.0,21208.893103
050027,20240412,38877.090733,8689.058236,16317.597586,5262.026407,13279.258184
100050,20240412,5665.547265,2511.121185,3488.190035,2579.019421,3665.503029
160717,20240412,1513.078537,1467.689908,3347.611206,2401.0,3313.702745
161024,20240412,5401.234684,5443.357027,11778.808779,2401.0,25919.343494
161028,20240412,45125.51888,32418.330855,62418.976188,2401.0,122002.500217
164402,20240412,9758.69409,7578.87959,16466.65353,2401.0,46499.660117
164906,20240412,7802.826951,27160.647176,50287.517795,2401.0,57674.617336
166016,20240412,17968.96523,1408.19775,2591.028668,2428.550625,2919.516885
168204,20240412,17466.448789,17897.806279,17064.290157,2401.0,49218.694843
530028,20240412,27955.152009,31675.991932,14242.823621,5044.447115,10434.479581
000086,20240413,6379.669863,1349.977361,8069.364418,4838.170643,4908.813271
000192,20240413,7372.611398,2646.568498,3743.916346,2612.221456,3338.427665
000385,20240413,2865.680642,2263.678382,2572.661584,2422.899214,2588.202962
000402,20240413,2341.749702,1588.542215,3144.16044,2535.220992,2959.076756
000965,20240413,1409.585696,1506.763581,2506.257515,2401.0,2552.175223
001016,20240413,1590.576234,2546.472913,4032.844692,2401.0,3346.90478
001316,20240413,3145.53932,3205.779856,6575.979276,3023.361547,4557.012986
001338,20240413,2361.13999,3934.654006,5316.42123,2998.636627,4259.607525
001407,20240413,1350.140464,1349.977361,2411.596394,2403.119279,2415.128525
001480,20240413,1887.395073,2044.670982,5847.653788,2401.0,7490.8013
050027,20240413,44689.732955,4458.973629,12994.568396,4748.454506,7524.003335
100050,20240413,1887.783649,1932.109128,3006.407316,2487.184005,2947.067509
160717,20240413,1353.011834,1453.467005,2876.424882,2401.0,2651.781327
161024,20240413,1478.583019,2914.100656,7265.451319,2401.0,8580.110613
161028,20240413,2747.280894,5724.588209,33937.988123,2401.0,34744.726927
164402,20240413,1553.280709,2162.056131,9456.079192,2401.0,13792.123659
164906,20240413,1463.36031,6457.054417,26309.997223,2401.0,17981.937886
166016,20240413,3436.395527,1405.158182,2507.670367,2421.486362,2696.992609
168204,20240413,4098.685845,3774.989913,11033.529061,2401.0,17453.531034
530028,20240413,17581.417414,18721.999536,11426.302069,4718.078177,5669.634367
000086,20240414,4967.767639,1349.977361,5403.311662,3781.356938,3777.118381
000192,20240414,3588.848031,2254.790788,3023.361547,2511.202499,2866.534914
000385,20240414,2093.323458,2099.419228,2478.000464,2409.477115,2497.073973
000402,20240414,2071.760217,3042.853107,2802.250123,2475.174759,2721.011102
000965,20240414,1381.428923,1479.725282,2453.981971,2401.0,2476.587611
001016,20240414,1528.406152,2366.828056,3410.483145,2401.0,2905.388359
001316,20240414,4286.216215,3087.320502,4494.141048,2796.598713,3535.520595
001338,20240414,2806.707107,2265.057333,4054.03748,2759.864547,3440.153048
001407,20240414,1351.061101,1349.977361,2411.596394,2401.706426,2411.596394
001480,20240414,1463.001267,1496.05346,3832.21963,2401.0,4643.196992
050027,20240414,27768.102278,6474.764039,7529.654745,3624.530306,5324.191919
100050,20240414,1648.656278,1395.912249,2777.525204,2445.504855,2684.983362
160717,20240414,1349.977361,1350.413729,2657.432737,2401.0,2540.165976
161024,20240414,1616.706575,1779.205517,4736.44526,2401.0,5671.04722
161028,20240414,1927.811067,5283.89218,18209.407146,2401.0,19079.017889
164402,20240414,1627.353135,2300.890621,5667.515088,2401.0,8118.107831
164906,20240414,1827.935969,3417.811543,14956.314157,2401.0,10113.762053
166016,20240414,2912.640424,1355.728772,2479.413316,2413.715673,2607.276472
168204,20240414,2626.204199,2538.501188,6795.677847,2401.0,10370.901216
530028,20240414,13031.598597,11859.356076,6928.485986,3719.897852,4198.14844
000086,20240415,12282.823339,1349.977361,9601.603005,5257.081423,8652.87252
000192,20240415,20316.054013,8551.753716,4476.480391,2660.964869,5389.183136
000385,20240415,4170.541533,2921.684456,2639.77208,2424.312067,2998.636627
000402,20240415,6199.038802,2045.376497,3557.41981,2558.533059,3923.348619
000965,20240415,1562.151722,1763.543352,2597.386504,2401.0,3134.976898
001016,20240415,5415.705927,3148.088061,5724.735616,2401.0,6949.678774
001316,20240415,15257.805,10376.421156,9145.958058,3296.042088,10023.33949
001338,20240415,6199.62283,7534.707514,6872.678311,3209.151657,8527.128643
001407,20240415,1352.740899,1364.466973,2420.779936,2401.706426,2449.036987
001480,20240415,4321.481406,4231.519934,9894.063482,2401.0,25794.306044
050027,20240415,80997.554995,25341.534124,18294.884725,5894.984348,14638.422334
100050,20240415,3240.614856,7969.245837,3442.272327,2535.927418,3755.925592
160717,20240415,1557.199461,1350.635733,3418.96026,2401.0,3512.208528
161024,20240415,6507.016052,5326.94616,12887.191602,2401.0,32596.48463
161028,20240415,18639.36247,23913.365549,68911.740067,2401.0,149648.492427
164402,20240415,12379.573362,6696.023995,18170.553701,2401.0,58722.247499
164906,20240415,10428.607873,23426.786976,52117.868269,2401.0,71242.240343
166016,20240415,20410.589521,4244.986712,2675.093394,2446.211281,3128.619062
168204,20240415,19037.338961,16864.659917,16524.580484,2401.0,57019.053754
530028,20240415,51088.511745,29579.069393,13328.708023,5030.31859,11225.677007
000086,20240416,9401.060224,1378.361395,11142.318707,5859.663035,8922.02093
000192,20240416,22574.21375,3886.41541,4845.234906,2725.956086,5473.247863
000385,20240416,4797.184317,5452.044671,2706.882576,2436.321314,3002.875185
000402,20240416,5677.00235,2561.442297,3689.521523,2595.973651,3929.706456
000965,20240416,1513.653462,1688.413033,2615.047161,2401.0,3048.086466
001016,20240416,5745.694924,2667.714716,6441.051858,2401.0,6665.695412
001316,20240416,16935.753519,11487.946783,10650.646021,3586.383287,9824.833707
001338,20240416,10974.62962,8524.347325,7887.812865,3550.355547,8580.110613
001407,20240416,1350.031548,1355.338517,2420.073509,2401.706426,2437.734166
001480,20240416,4335.931137,6438.794634,10458.498074,2401.0,23944.88206
050027,20240416,93663.750585,10045.072985,19435.763157,6130.224297,14948.543468
100050,20240416,3008.694036,3054.58357,3564.484072,2555.707354,3763.696281
160717,20240416,1660.366692,1637.330376,3507.263544,2401.0,3425.318096
161024,20240416,11239.069161,16157.61149,14748.624833,2401.0,30833.951078
161028,20240416,46436.838216,37985.811222,79466.455017,2401.0,145145.024934
164402,20240416,9674.333444,7339.854904,20939.744693,2401.0,54614.378719
164906,20240416,12315.400365,23634.554144,58457.337647,2401.0,67889.541249
166016,20240416,6692.201858,7422.954673,2749.268153,2456.807676,3150.518276
168204,20240416,26216.199783,29421.257359,19702.792288,2401.0,57233.100915
530028,20240416,67466.298019,28778.868528,16590.984554,5595.459608,11522.376042
000086,20240417,8553.431347,1402.911967,11114.768082,5769.946898,8919.901651
000192,20240417,21147.45084,4750.390347,4887.620482,2727.368938,5572.147541
000385,20240417,3111.243535,3803.869054,2697.699035,2429.963477,3042.435056
000402,20240417,6894.58446,8284.696779,3736.145657,2598.09293,3999.642657
000965,20240417,1590.503732,2032.871647,2641.891359,2401.0,3141.334735
001016,20240417,2765.370422,3452.539523,6585.869244,2401.0,7008.312155
001316,20240417,10734.326987,8125.316897,10847.032525,3469.822952,10299.552163
001338,20240417,10517.199226,15325.458917,7912.537785,3437.327343,9060.480479
001407,20240417,1349.977361,1350.52362,2426.431346,2402.412853,2438.440592
001480,20240417,3267.569219,7136.99486,11211.548482,2401.0,26480.952381
050027,20240417,84504.826325,19537.360361,19078.311462,6022.847504,15245.242503
100050,20240417,3605.138766,4144.645876,3552.474826,2551.468796,3777.824807
160717,20240417,1991.731336,1852.452729,3589.208992,2401.0,3518.566365
161024,20240417,3225.471423,5840.409791,15096.892985,2401.0,33133.368598
161028,20240417,13154.307514,29232.59345,81641.541513,2401.0,153286.587735
164402,20240417,5541.358771,7551.171322,21562.10624,2401.0,58713.063958
164906,20240417,13574.11661,18970.760168,59889.970129,2401.0,72314.595426
166016,20240417,11340.082783,4425.662043,2791.653729,2452.569118,3209.151657
168204,20240417,13884.00444,22057.116607,19782.618457,2401.0,58229.868387
530028,20240417,47463.225395,38382.337234,16225.055744,5308.650541,11718.05612
000086,20240418,14353.792186,1349.977361,11061.079686,5861.075887,8826.653383
000192,20240418,19137.540482,4073.132812,4899.629729,2723.130381,5416.733761
000385,20240418,6916.780119,5741.833177,2712.533987,2434.202035,3005.70089
000402,20240418,4351.782253,4946.809233,3714.952869,2599.505783,3923.348619
000965,20240418,1788.311485,1686.269827,2646.836343,2401.0,3070.692107
001016,20240418,2879.696009,5053.100509,6747.64086,2401.0,6638.144788
001316,20240418,14850.063356,13991.525383,10926.858694,3647.135946,9822.008002
001338,20240418,16927.411968,14181.711243,8012.850316,3528.456332,8799.809184
001407,20240418,1350.43795,1350.372493,2427.844198,2401.706426,2435.614887
001480,20240418,3378.275005,7219.91424,10970.657123,2401.0,24065.680953
050027,20240418,123614.611323,14268.786064,19662.52599,6504.630222,14938.6535
100050,20240418,2730.36625,3255.313251,3505.144265,2558.533059,3700.824343
160717,20240418,1583.809032,1800.620882,3559.539088,2401.0,3462.758689
161024,20240418,3527.550794,7128.538215,15064.397377,2401.0,30157.194708
161028,20240418,11095.024154,40326.28534,79253.114283,2401.0,141883.45483
164402,20240418,4731.074567,11783.800443,21149.553296,2401.0,53109.690757
164906,20240418,13032.70786,15318.050683,60087.769486,2401.0,65614.848649
166016,20240418,15864.212123,2935.607868,2819.91078,2467.40407,3294.629236
168204,20240418,16901.088287,20904.488437,19574.222706,2401.0,54728.113349
530028,20240418,55024.590035,28577.731036,15806.85139,5230.237225,11131.015887
000086,20240419,12993.582764,1349.977361,10420.351056,5840.589525,8407.036176
000192,20240419,15203.044398,5238.729727,4670.04119,2718.185397,5178.668107
000385,20240419,3565.487405,3340.509245,2664.497,2429.963477,2912.452622
000402,20240419,4085.798489,5165.274763,3579.319024,2588.909389,3784.88907
000965,20240419,15192.989615,1580.057068,2581.845126,2401.0,2948.480362
001016,20240419,2007.83014,1963.054366,5944.434187,2401.0,6025.673209
001316,20240419,16704.425072,6756.064309,9329.628889,3446.510885,8823.827678
001338,20240419,33338.796206,8537.268006,7776.197514,3546.116989,8731.285836
001407,20240419,1349.977361,1349.977361,2418.660657,2401.0,2427.844198
001480,20240419,5204.979497,3575.661075,9061.186906,2401.0,20908.661937
050027,20240419,91123.053814,10285.443839,17994.653559,5991.764748,14006.877246
100050,20240419,3518.276412,2632.784997,3412.602424,2550.055944,3574.37404
160717,20240419,1594.667951,1463.67091,3296.042088,2401.0,3311.583466
161024,20240419,5076.484652,7069.812749,12293.793533,2401.0,26870.899684
161028,20240419,31625.64649,24819.966281,61817.807429,2401.0,121310.908896
164402,20240419,6037.184144,14648.370067,16948.436248,2401.0,48004.348079
164906,20240419,11529.138247,13149.916089,45856.812208,2401.0,56542.922446
166016,20240419,12710.045979,7685.635411,2848.874257,2468.816922,3307.344909
168204,20240419,12994.633451,17081.255344,17267.034497,2401.0,49606.522867
530028,20240419,37114.767045,25687.536202,14177.125978,5092.484102,10245.863766
000086,20240420,7706.688699,1349.977361,7653.279343,4826.867823,4795.785067
000192,20240420,7754.491739,1976.405563,3736.145657,2621.404997,3300.987072
000385,20240420,2994.183345,2219.6583,2561.358764,2425.018493,2589.615815
000402,20240420,3568.677667,1575.306274,3160.408244,2527.450303,2968.260298
000965,20240420,1377.071581,1628.323299,2478.000464,2401.0,2533.808139
001016,20240420,1519.168347,1706.015581,4525.223804,2401.0,3378.693962
001316,20240420,6512.275608,3128.973532,6619.071278,3080.582075,4645.316271
001338,20240420,6644.730334,2579.627845,5561.551147,3047.38004,4669.334764
001407,20240420,1349.977361,1355.80355,2412.30282,2401.706426,2415.834952
001480,20240420,1380.166853,1620.00727,5413.20163,2401.0,6893.871099
050027,20240420,36523.365123,6169.860766,12930.990031,4866.427694,7528.948319
100050,20240420,1486.074105,2153.942003,2976.030987,2478.000464,2903.975507
160717,20240420,1351.061101,1350.177961,2884.901997,2401.0,2668.029131
161024,20240420,3405.475215,1859.118709,7396.846605,2401.0,8501.697297
161028,20240420,2609.20822,5011.742203,31313.614518,2401.0,31541.790204
164402,20240420,1834.425191,1921.190658,9603.015857,2401.0,13467.167573
164906,20240420,1766.180472,4064.647773,24792.593588,2401.0,17530.531497
166016,20240420,1654.212671,2197.606075,2629.175686,2434.908461,2834.745732
168204,20240420,4272.208976,3341.064933,11078.740342,2401.0,16514.690516
530028,20240420,16535.479282,15088.530836,10456.378796,4375.461434,5479.605699
000086,20240421,4703.165753,1349.977361,5293.109163,3810.320415,3697.998638
000192,20240421,4981.383377,1939.565155,3037.490072,2501.312531,2856.644946
000385,20240421,2830.010511,2134.933355,2478.000464,2412.30282,2512.615351
000402,20240421,2337.319262,4173.038851,2773.286646,2464.578365,2704.056871
000965,20240421,1445.424349,1460.441092,2453.981971,2401.0,2477.294038
001016,20240421,1513.287699,1674.320665,3758.751297,2401.0,2976.030987
001316,20240421,4678.723121,5389.271651,4606.462826,2816.378649,3618.878895
001338,20240421,7348.572351,3794.381392,4244.772574,2810.020812,3715.659295
001407,20240421,1349.977361,1814.351659,2410.889968,2402.412853,2407.357836
001480,20240421,1397.287354,1827.076888,3717.072147,2401.0,4388.883533
050027,20240421,27390.570879,7785.213781,7985.299691,3845.641729,5405.430941
100050,20240421,1980.226724,1370.336512,2735.139627,2442.67915,2713.946839
160717,20240421,1358.647286,1363.530729,2668.029131,2401.0,2545.11096
161024,20240421,4415.398586,1576.881816,4826.161397,2401.0,5457.706485
161028,20240421,1706.864692,6092.713443,17113.739996,2401.0,17241.603152
164402,20240421,1616.614674,2129.653045,5682.35004,2401.0,7820.70237
164906,20240421,1702.015766,4806.746269,13693.930407,2401.0,9713.924782
166016,20240421,2033.380409,2359.988678,2546.523812,2420.779936,2668.029131
168204,20240421,3383.39996,2298.739071,6947.559496,2401.0,9832.604396
530028,20240421,11654.896377,9951.82469,6756.117975,3761.577003,4136.689354
000086,20240422,10246.640615,1349.977361,9121.233139,5091.777675,8040.400941
000192,20240422,28693.695131,9566.323247,4299.167397,2656.019885,5175.842402
000385,20240422,3456.347463,3065.148199,2595.267225,2429.257051,2914.571901
000402,20240422,6823.433853,3251.592444,3402.712456,2554.294501,3765.109134
000965,20240422,2243.734791,1739.908594,2554.294501,2401.0,2984.508102
001016,20240422,2663.613463,4048.307295,5517.752718,2401.0,6165.545611
001316,20240422,17288.2038,6420.380309,8036.162383,3224.693035,8893.763879
001338,20240422,42066.64968,12574.498745,7302.185485,3388.58393,9273.821214
001407,20240422,1349.977361,1349.977361,2418.660657,2401.0,2431.37633
001480,20240422,5973.349599,5474.067419,7957.04264,2401.0,21504.179285
050027,20240422,87081.452132,14685.929537,15329.307229,5202.6866,13721.481031
100050,20240422,4087.046471,6030.738163,3272.730021,2509.789646,3556.006957
160717,20240422,1475.490836,2464.878406,3241.647265,2401.0,3311.583466
161024,20240422,8693.213622,9420.512014,11085.804605,2401.0,27720.730491
161028,20240422,27238.287114,26117.365835,53695.318138,2401.0,123149.030059
164402,20240422,10380.842005,12517.296097,15283.389522,2401.0,49027.253323
164906,20240422,8297.691642,17138.745455,40422.981313,2401.0,57709.232223
166016,20240422,8585.669109,4606.178173,2891.259834,2474.468332,3339.840517
168204,20240422,32944.259454,23470.201951,15597.042787,2401.0,49866.487736
530028,20240422,50756.539773,43590.013707,12156.040409,4753.39949,10367.369085
000086,20240423,15411.349914,1349.977361,11116.180935,6145.765675,8679.010292
000192,20240423,32341.84857,5048.988038,4932.831764,2778.938056,5489.495667
000385,20240423,3099.212226,3274.520765,2655.313458,2429.963477,2976.737413
000402,20240423,5491.764199,4858.496347,3684.576539,2598.799357,3914.165078
000965,20240423,1505.708126,1659.252552,2602.331488,2401.0,3025.480826
001016,20240423,2871.986658,1709.935796,6298.35375,2401.0,6316.720833
001316,20240423,14228.062938,7257.55938,9778.209573,3572.254761,9479.391259
001338,20240423,32668.876463,23467.47255,8463.550278,3719.897852,9853.090758
001407,20240423,1349.977361,1349.977361,2417.954231,2401.706426,2431.37633
001480,20240423,3552.201937,4761.912948,9326.096758,2401.0,22742.544542
050027,20240423,153022.182587,12679.277282,19592.589789,6471.428187,15206.389058
100050,20240423,4045.782992,1555.2749,3454.281574,2560.652338,3668.328734
160717,20240423,1483.034484,1687.121376,3430.26308,2401.0,3413.30885
161024,20240423,3986.75863,7369.885032,13358.377927,2401.0,28000.475295
161028,20240423,38360.041655,35547.903457,66371.431187,2401.0,128577.91597
164402,20240423,6156.484968,13028.648005,18500.454771,2401.0,49705.422545
164906,20240423,9161.681589,20861.135886,53418.399038,2401.0,62768.657193
166016,20240423,12554.875616,3992.377121,2927.994,2480.826169,3394.941767
168204,20240423,33872.975865,32591.884873,19163.789041,2401.0,52356.64035
530028,20240423,67499.753417,44314.049985,15784.24575,5641.377316,11155.740806
000086,20240424,10777.619607,1384.13692,10873.876723,5913.351431,8739.056525
000192,20240424,20842.202991,25349.800519,4912.345402,2747.8553,5529.761965
000385,20240424,2845.145654,3225.760186,2678.625525,2441.972724,3000.04948
000402,20240424,4775.412563,6449.249046,3658.438767,2604.450767,3938.183571
000965,20240424,1509.118495,1854.883721,2605.157193,2401.0,3046.673614
001016,20240424,1984.695908,2097.031748,6433.987595,2401.0,6405.730544
001316,20240424,13766.804827,10175.223895,10015.568801,3559.539088,9667.300648
001338,20240424,18775.75914,15163.401762,8361.824895,3576.493319,9903.247023
001407,20240424,1349.977361,1349.977361,2420.073509,2403.825705,2437.02774
001480,20240424,4825.589267,8040.009819,10000.733849,2401.0,23901.790057
050027,20240424,105137.316542,28526.418951,19615.19543,6315.307981,15374.518511
100050,20240424,3700.254346,1911.715893,3454.988,2549.349517,3724.842836
160717,20240424,1552.615238,2295.864341,3659.145193,2401.0,3490.309314
161024,20240424,5259.233992,8393.955337,13544.874463,2401.0,29214.115633
161028,20240424,48471.321851,47987.463901,68947.06138,2401.0,133159.79678
164402,20240424,5052.048685,9372.878795,18914.420567,2401.0,52052.170626
164906,20240424,10258.083182,66906.982026,62584.279936,2401.0,67665.60412
166016,20240424,11123.122298,21730.411669,2905.388359,2483.651874,3370.216847
168204,20240424,28251.294757,12886.536446,18523.060411,2401.0,52352.401792
530028,20240424,46822.519181,80717.308934,15239.591093,5249.310734,11539.330273
000086,20240425,6273.784881,1349.977361,11155.03438,6414.207659,8093.382911
000192,20240425,8365.498042,38774.714958,4945.547437,2834.745732,5386.357431
000385,20240425,2655.315315,3169.14926,2657.432737,2438.440592,2947.773936
000402,20240425,3474.729275,6335.541191,3695.172933,2607.276472,3880.256616
000965,20240425,1546.764773,1627.129722,2598.799357,2401.0,3014.178005
001016,20240425,2367.686271,2040.702323,6518.052321,2401.0,6290.583061
001316,20240425,10458.219298,7560.076419,10135.661267,3579.319024,9268.87623
001338,20240425,9674.352463,7893.807681,8212.062525,3580.02545,9494.932637
001407,20240425,1353.689172,1349.977361,2421.486362,2403.119279,2428.550625
001480,20240425,2829.946679,8014.84585,10065.725066,2401.0,22742.544542
050027,20240425,28598.171576,57142.262306,20373.897248,7237.194268,14494.311374
100050,20240425,4674.913068,2068.487862,3437.327343,2569.129453,3623.117453
160717,20240425,1565.090014,2372.331508,3641.484536,2401.0,3393.528914
161024,20240425,5152.055674,4143.850573,13737.728835,2401.0,27575.206679
161028,20240425,18319.676324,21827.272668,67766.623077,2401.0,128590.631643
164402,20240425,4867.314853,6688.810834,19117.164907,2401.0,48657.792382
164906,20240425,9808.274628,90604.034604,64653.402491,2401.0,64291.005812
166016,20240425,1972.635663,23678.29099,2891.96626,2478.000464,3299.57422
168204,20240425,18457.454113,5266.781053,17799.679908,2401.0,50263.499301
530028,20240425,20049.187977,61173.038611,16655.269345,6497.565959,10954.409318
000086,20240426,3048.179205,1633.05334,10293.194326,5500.798488,8070.070844
000192,20240426,4127.50007,53443.351386,4754.812343,2716.772544,5491.614946
000385,20240426,2650.618925,2983.756351,2683.570509,2441.266298,3001.462332
000402,20240426,3652.547271,3672.443123,3669.741587,2591.735094,3945.247834
000965,20240426,1722.604779,1725.580514,2650.368475,2401.0,3120.848373
001016,20240426,3396.610975,3981.22039,7062.706978,2401.0,6915.770313
001316,20240426,14097.014908,5621.831336,10483.222994,3587.089713,10094.688544
001338,20240426,10833.47354,11310.129438,8412.687587,3493.135019,9995.788865
001407,20240426,1350.031548,1392.685357,2424.312067,2402.412853,2439.853445
001480,20240426,3287.4182,19100.542606,10990.437058,2401.0,25739.204794
050027,20240426,23899.717787,67664.270718,18519.52828,6066.645933,14459.696487
100050,20240426,5751.695542,2719.923379,3477.593641,2555.000928,3701.530769
160717,20240426,1653.121344,2746.593424,3799.724021,2401.0,3597.686107
161024,20240426,3607.143957,13190.922775,14420.843042,2401.0,29907.826234
161028,20240426,12875.250317,34279.136222,74886.693487,2401.0,140727.03502
164402,20240426,5184.116515,12172.540104,20158.437234,2401.0,52781.908966
164906,20240426,10144.679262,101305.34877,72428.330056,2401.0,73379.886246
166016,20240426,2449.765481,16721.95604,2873.599177,2469.523349,3240.234413
168204,20240426,18421.392643,9425.826515,17702.193082,2401.0,52097.381907
530028,20240426,19245.239266,109005.684451,14715.422798,5432.275139,10973.482828
